City,City,Country,Latitude,Longitude,Date,Cloudiness,Humidity,Max Temperature,Wind Speed
279,mabaruma,GY,8.2,-59.7833,1623263042,100,94,298.31,2.27
280,lerwick,GB,60.1545,-1.1494,1623263043,100,97,285.15,4.71
281,flin flon,CA,54.7682,-101.865,1623263043,75,72,288.06,3.91
282,acireale,IT,37.6125,15.1663,1623263044,40,71,295.22,0.71
283,carauari,BR,-4.8828,-66.8958,1623263045,58,74,301.84,1.6
284,antsohihy,MG,-14.8796,47.9875,1623263045,1,59,295.36,4.46
285,beisfjord,NO,68.3751,17.5988,1623263046,85,67,288.73,1.85
286,laguna,US,38.421,-121.4238,1623263047,1,43,294.88,2.24
287,normandin,CA,48.8333,-72.5321,1623263048,4,30,293.32,6.17
288,salta,AR,-24.7859,-65.4117,1623263048,0,52,294.48,2.24
289,golynki,RU,54.8696,31.3861,1623263049,25,89,287.51,3.11
290,karratha,AU,-20.7377,116.8463,1623263050,97,58,296.81,3.44
291,corumba,BR,-19.0092,-57.6533,1623263051,75,73,298.1,1.03
292,san cristobal,VE,7.7669,-72.225,1623263052,94,52,299.25,2.97
293,dong hoi,VN,17.4833,106.6,1623263052,76,78,300.11,4.19
294,quatre cocos,MU,-20.2078,57.7625,1623263053,16,72,296.21,6.99
295,sola,VU,-13.8833,167.55,1623263053,75,78,299.52,4.63
296,matagami,CA,49.7502,-77.6328,1623263054,1,41,287.21,5.35
297,okhotsk,RU,59.3833,143.3,1623263055,49,88,279.03,3.44
298,san patricio,US,28.017,-97.5169,1623263055,43,62,306.2,7.39
299,kidal,ML,18.4411,1.4078,1623263056,3,7,314.22,4.95
300,dongli,CN,23.5656,116.8194,1623263057,20,89,299.14,1.94
301,katihar,IN,25.5333,87.5833,1623263057,64,67,301.11,2.85
302,lewisporte,CA,49.2499,-55.0482,1623263058,2,37,294.34,3.79
303,surab,PK,28.4914,66.2585,1623263058,4,10,302.25,2.72
304,tabou,CI,4.423,-7.3528,1623263059,100,80,300.28,2.59
305,baghmara,IN,23.795,86.2085,1623263060,100,54,304.28,3.56
306,carnarvon,AU,-24.8667,113.6333,1623263060,90,1,289.19,5.14
307,chumikan,RU,54.7183,135.315,1623263061,67,85,281.8,0.17
308,tezu,IN,27.9167,96.1667,1623263062,92,86,297.73,1.31
309,lavrentiya,RU,65.5833,-171.0,1623263062,100,99,273.93,1.77
310,marmande,FR,44.5,0.1667,1623263063,36,55,301.26,4.54
311,kirakira,SB,-10.4544,161.9205,1623263064,78,82,299.69,3.18
312,salalah,OM,17.0151,54.0924,1623262860,75,94,301.2,3.6
313,hualmay,PE,-11.0964,-77.6139,1623263065,61,72,294.07,5.04
314,tromso,NO,69.6496,18.957,1623263066,40,67,290.51,3.6
315,wajima,JP,37.4,136.9,1623263066,1,84,290.89,3.51
316,alice springs,AU,-23.7,133.8833,1623262815,57,74,272.9,2.11
317,mongagua,BR,-24.0931,-46.6208,1623263068,70,84,299.78,2.05
318,ishinomaki,JP,38.4167,141.3,1623263068,1,90,288.4,0.98
319,tual,ID,-5.6667,132.75,1623263069,93,80,300.35,7.79
320,benguela,AO,-12.5763,13.4055,1623263070,25,64,297.39,0.83
321,port elizabeth,ZA,-33.918,25.5701,1623262833,0,70,290.01,1.03
322,livermore,US,37.6819,-121.768,1623262958,1,51,293.4,2.24
323,yablonovo,RU,50.8523,37.3574,1623263072,41,84,289.07,1.29
324,klaksvik,FO,62.2266,-6.589,1623263072,100,99,283.66,6.91
325,kristiansund,NO,63.1115,7.732,1623263073,39,63,292.18,2.57
326,krasnyy chikoy,RU,50.3643,108.7512,1623263074,2,90,281.22,1.34
327,oranjestad,AW,12.524,-70.027,1623262837,40,62,305.12,10.29
328,panalingaan,PH,8.7842,117.4231,1623263075,100,79,299.77,0.94
329,pooler,US,32.1155,-81.2471,1623263076,75,58,306.16,2.57
330,toucheng,TW,24.8592,121.8233,1623263077,90,92,300.87,2.93
331,bourail,NC,-21.5667,165.4833,1623263077,3,80,290.63,1.87
332,beringovskiy,RU,63.05,179.3167,1623263078,100,89,278.18,1.15
333,okha,RU,53.5739,142.9478,1623263079,17,83,282.67,3.78
334,birjand,IR,32.8663,59.2211,1623263080,0,14,301.41,4.12
335,bereda,ES,43.2686,-7.5406,1623263081,3,78,293.94,2.9
336,along,IN,28.1667,94.7667,1623263082,53,91,295.2,0.88
337,yenagoa,NG,4.9247,6.2642,1623263082,100,96,296.97,0.75
338,luderitz,NA,-26.6481,15.1594,1623263083,0,74,289.19,3.63
339,ketchikan,US,55.3422,-131.6461,1623263084,75,82,285.41,5.66
340,la rioja,ES,42.25,-2.5,1623263084,57,72,296.51,3.66
341,tautira,PF,-17.7333,-149.15,1623263085,93,80,300.16,6.36
342,saint-francois,FR,46.4154,3.9054,1623263085,50,75,295.05,4.12
343,winslow,US,35.0242,-110.6974,1623263086,1,9,303.69,0.89
344,ahuimanu,US,21.4447,-157.8378,1623263087,90,65,299.99,4.12
345,akonolinga,CM,3.7667,12.25,1623263088,100,79,297.55,0.61
346,kruisfontein,ZA,-34.0033,24.7314,1623263089,12,75,287.65,1.59
347,la maddalena,IT,41.2142,9.4083,1623263090,35,80,299.18,7.35
348,haskovo,BG,41.9403,25.5694,1623263091,29,76,291.94,0.8
349,port hedland,AU,-20.3167,118.5667,1623263092,40,23,295.18,4.12
350,rawson,AR,-43.3002,-65.1023,1623262851,100,46,289.3,9.63
351,mercedes,AR,-34.6515,-59.4307,1623263093,99,65,291.4,3.31
352,findlay,US,41.0442,-83.6499,1623263094,20,61,302.12,3.6
353,roald,NO,62.5833,6.1333,1623263094,0,72,294.91,2.57
354,kotaparh,IN,19.15,82.35,1623263095,100,80,297.97,4.75
355,bani walid,LY,31.7566,13.9942,1623263095,94,44,296.28,4.31
356,terme,TR,41.2092,36.9739,1623263096,42,91,290.11,2.68
357,labuhan,ID,-6.8844,112.2051,1623263097,29,84,298.68,1.98
358,rodeo,US,38.033,-122.2669,1623263097,1,57,294.07,6.26
359,emerald,AU,-23.5333,148.1667,1623263098,0,61,280.23,2.57
360,xining,CN,36.6167,101.7667,1623263099,7,63,285.4,1.5
361,tucuma,BR,-0.1833,-50.05,1623263099,86,87,300.49,2.52
362,rio grande,BR,-32.035,-52.0986,1623263100,100,89,292.21,7.75
363,praxedis guerrero,MX,31.3667,-106.0167,1623263101,65,9,309.0,2.18
364,alamosa,US,37.4695,-105.87,1623263101,1,15,297.88,1.91
365,hoi an,VN,15.8794,108.335,1623263102,100,76,299.13,2.92
366,conde,BR,-7.2597,-34.9075,1623263067,75,74,300.85,6.27
367,plouzane,FR,48.3833,-4.6167,1623263104,90,85,292.16,4.63
368,jerusalem,IL,31.769,35.2163,1623263105,0,40,297.43,1.79
369,fukue,JP,32.6881,128.8419,1623263106,100,81,295.59,2.46
370,broome,US,42.2506,-75.833,1623263039,75,61,303.54,0.45
371,sangmelima,CM,2.9333,11.9833,1623263107,96,84,296.23,0.5
372,kropotkin,RU,45.4375,40.5756,1623263107,65,84,288.66,3.1
373,sovetskaya gavan,RU,48.9723,140.2878,1623263108,21,97,283.36,2.18
374,port hardy,CA,50.6996,-127.4199,1623263108,75,93,284.25,3.6
375,obo,CF,5.3998,26.4869,1623263109,41,75,296.62,1.86
376,grindavik,IS,63.8424,-22.4338,1623263110,90,93,283.12,5.65
377,camocim,BR,-2.9022,-40.8411,1623263111,57,85,299.78,5.63
378,san rafael,AR,-34.6177,-68.3301,1623263112,84,24,291.9,1.95
379,pasighat,IN,28.0667,95.3333,1623263112,70,91,297.62,1.04
380,qasigiannguit,GL,68.8193,-51.1922,1623263114,42,60,282.29,2.33
381,inhambane,MZ,-23.865,35.3833,1623263114,20,88,292.14,0.0
382,lopatyn,UA,50.2202,24.8483,1623263115,24,87,288.13,3.34
383,zalantun,CN,48.0,122.7167,1623263117,33,64,287.12,1.53
384,puerto carreno,CO,6.189,-67.4859,1623263004,96,59,303.58,1.9
385,dwarka,IN,22.2394,68.9678,1623263118,45,78,302.71,8.83
386,linhares,BR,-19.3911,-40.0722,1623263119,64,62,299.83,2.48
387,mattawa,US,46.7379,-119.9028,1623263119,90,30,294.08,1.63
388,magadan,RU,59.5667,150.8,1623263120,92,93,277.38,2.5
389,ayan,RU,56.45,138.1667,1623263121,47,86,281.69,3.05
390,capoterra,IT,39.1763,8.9718,1623263121,20,62,297.82,1.71
391,jiran,IN,24.3167,74.8833,1623263122,33,50,304.8,10.04
392,jacareacanga,BR,-6.2222,-57.7528,1623263123,0,62,304.32,1.03
393,nemuro,JP,43.3236,145.575,1623263124,6,95,281.83,2.7
394,lata,PT,40.1629,-8.3327,1623263124,26,48,301.51,3.39
395,mount isa,AU,-20.7333,139.5,1623263125,28,53,281.02,3.09
396,bilibino,RU,68.0546,166.4372,1623263126,92,77,276.5,0.75
397,santa cruz,BO,-17.8,-63.1667,1623263126,75,73,298.18,6.17
398,homer,US,59.6425,-151.5483,1623263127,90,66,285.97,0.0
399,pimentel,PE,-6.8367,-79.9342,1623263128,90,80,294.31,1.34
400,seoul,KR,37.5683,126.9778,1623262661,93,83,295.88,0.69
401,noumea,NC,-22.2763,166.4572,1623263129,13,99,292.59,1.92
402,faranah,GN,10.0404,-10.7434,1623263130,92,91,296.95,3.26
403,anadyr,RU,64.75,177.4833,1623263130,90,100,276.43,1.64
404,nizhniy chir,RU,48.3597,43.0865,1623263131,70,84,291.02,3.88
405,valle de allende,MX,26.9333,-105.4,1623263131,2,14,306.86,2.79
406,merke,KZ,42.8728,73.1786,1623263132,55,34,294.29,3.33
407,tumbagaan,PH,5.3656,120.3139,1623263133,75,77,299.77,1.02
408,raudeberg,NO,61.9875,5.1352,1623263133,97,83,293.03,8.89
409,kosa,RU,59.9445,54.9977,1623263134,11,52,283.47,1.12
410,melita,CA,49.2681,-100.9967,1623263135,94,84,300.35,5.82
411,amol,IR,36.4696,52.3507,1623263135,36,77,293.98,0.74
412,makakilo city,US,21.3469,-158.0858,1623262891,1,61,299.33,4.12
413,inuvik,CA,68.3499,-133.7218,1623263136,75,30,290.63,4.63
414,vrangel,RU,42.7297,133.0839,1623263137,53,74,287.27,1.56
415,novoagansk,RU,61.9449,76.6625,1623263138,55,70,276.92,0.3
416,oktyabrskoye,RU,43.0645,44.7417,1623263138,99,88,289.23,0.96
417,mehamn,NO,71.0357,27.8492,1623263139,99,68,288.1,2.05
418,hun,LY,29.1268,15.9477,1623263139,34,21,302.48,12.8
419,maracai,BR,-22.6106,-50.6672,1623263140,97,53,298.35,1.14
420,rafaela,AR,-31.2503,-61.4867,1623263141,45,68,295.96,0.45
421,kristinehamn,SE,59.3098,14.1081,1623263141,12,64,294.14,4.31
422,hadejia,NG,12.4498,10.0444,1623263143,100,28,308.88,4.61
423,san isidro,PE,-12.1167,-77.05,1623263144,90,80,293.85,4.76
424,kikwit,CD,-5.041,18.8162,1623263144,53,38,300.88,1.78
425,peruc,CZ,50.3425,13.9599,1623263145,98,73,294.72,1.34
426,namatanai,PG,-3.6667,152.4333,1623263147,99,81,299.11,3.45
427,kabompo,ZM,-13.5927,24.2008,1623263147,8,48,290.4,2.37
428,orodara,BF,10.9492,-4.9342,1623263148,84,36,305.36,2.27
429,golyshmanovo,RU,56.3979,68.3728,1623263148,32,70,281.76,2.64
430,inverness,GB,57.4791,-4.224,1623262900,75,77,294.1,3.63
431,palu,ID,-0.8917,119.8707,1623263149,44,94,297.1,1.05
432,saint anthony,US,45.0205,-93.218,1623263150,1,47,307.5,0.45
433,karaman,TR,37.0833,33.25,1623263151,50,28,291.6,2.84
434,narsaq,GL,60.9167,-46.05,1623263151,4,63,289.27,3.48
435,veinticinco de mayo,AR,-35.4323,-60.1727,1623263152,100,78,290.4,0.89
436,kibre mengist,ET,5.8833,38.9833,1623263153,34,85,288.01,0.88
437,huanren,CN,41.2647,125.3667,1623263153,97,93,289.92,1.19
438,samarai,PG,-10.6167,150.6667,1623263154,90,83,299.34,2.37
439,zhezkazgan,KZ,47.8043,67.7144,1623263155,42,45,293.83,4.66
440,kargil,IN,34.5667,76.1,1623263155,23,49,286.32,2.85
441,puerto baquerizo moreno,EC,-0.9,-89.6,1623262958,40,69,299.7,5.66
442,naze,JP,28.3667,129.4833,1623263156,100,88,296.55,4.89
443,jining,CN,35.405,116.5814,1623263157,100,1,301.48,0.7
444,vanimo,PG,-2.6741,141.3028,1623263158,100,87,298.33,1.63
445,nelson bay,AU,-32.7167,152.15,1623263158,86,93,281.46,4.05
446,vikulovo,RU,56.8167,70.6107,1623263159,8,58,280.96,1.52
447,hofn,IS,64.2539,-15.2082,1623263160,90,93,283.16,4.12
448,kovdor,RU,67.5662,30.4758,1623263160,87,46,291.49,1.61
449,reforma,MX,18.1,-91.0167,1623263161,100,36,309.23,4.27
450,nishihara,JP,26.1842,127.7558,1623263162,75,91,298.18,3.89
451,freeport,US,40.6576,-73.5832,1623263093,1,59,307.75,1.34
452,chapais,CA,49.7834,-74.8492,1623263163,12,22,289.03,5.97
453,coquimbo,CL,-29.9533,-71.3436,1623263013,20,77,289.0,2.58
454,evensk,RU,61.95,159.2333,1623263164,96,86,280.33,5.77
455,atikokan,CA,48.7555,-91.6216,1623263165,47,35,303.15,5.81
456,poum,NC,-20.2333,164.0167,1623263165,27,69,295.99,7.21
457,pacific grove,US,36.6177,-121.9166,1623263144,1,69,293.16,1.79
458,chimbote,PE,-9.0853,-78.5783,1623263094,88,75,294.27,5.55
459,sinnamary,GF,5.3833,-52.95,1623263167,100,87,298.55,5.24
460,vila,PT,42.0304,-8.1588,1623263168,2,45,297.22,2.3
461,itoman,JP,26.1247,127.6694,1623263169,40,90,298.58,3.6
462,tiznit,MA,29.5833,-9.5,1623263169,97,25,304.06,2.71
463,bull savanna,JM,17.8868,-77.5902,1623263170,82,62,301.89,5.59
464,gazanjyk,TM,39.2446,55.5154,1623263171,0,26,303.52,2.16
465,ketegyhaza,HU,46.5333,21.1833,1623263172,29,73,298.24,3.26
466,kayerkan,RU,69.3497,87.7602,1623263173,65,93,270.71,1.43
467,iwanai,JP,42.9744,140.5089,1623263173,1,84,287.22,1.15
468,sur,OM,22.5667,59.5289,1623263174,3,68,304.86,5.45
469,itarema,BR,-2.9248,-39.9167,1623263175,46,80,300.75,5.95
470,pingyin,CN,36.2831,116.4453,1623263175,100,56,296.81,6.27
471,bongandanga,CD,1.5,21.05,1623263176,90,71,298.72,1.69
472,berezovka,BY,53.7214,25.4993,1623263177,66,90,289.45,2.81
473,nizhniy tsasuchey,RU,50.5167,115.1333,1623263177,97,87,283.76,3.28
474,ballina,AU,-28.8667,153.5667,1623263178,0,76,283.03,2.57
475,mezen,RU,65.8522,44.24,1623263178,95,54,287.01,1.56
476,wattegama,LK,6.7989,81.4808,1623263180,99,84,297.75,3.24
477,port-cartier,CA,50.0334,-66.8654,1623262985,21,29,288.67,5.44
478,mushie,CD,-3.0167,16.9,1623263181,100,46,303.0,1.04
479,marawi,PH,7.9986,124.2928,1623263181,100,95,292.4,0.81
480,goldap,PL,54.3063,22.3036,1623263182,8,83,288.72,2.93
481,hervey bay,AU,-25.2986,152.8535,1623263182,0,69,281.49,3.98
482,qinnan,CN,33.2531,119.9133,1623263183,100,92,296.59,1.14
483,ankazobe,MG,-18.3167,47.1167,1623263184,3,89,286.38,2.8
484,kiruna,SE,67.8557,20.2251,1623263184,76,34,291.66,5.14
485,clyde river,CA,70.4692,-68.5914,1623263185,20,70,278.28,9.77
486,hamilton,US,39.1834,-84.5333,1623263186,90,95,297.15,0.45
487,namie,JP,37.4833,141.0,1623263186,0,91,290.91,1.39
488,owosso,US,42.9978,-84.1766,1623263187,75,58,304.92,2.57
489,viransehir,TR,37.2353,39.7631,1623263188,4,31,299.42,9.08
490,sulphur springs,US,33.1385,-95.6011,1623263188,90,62,304.57,0.0
491,bandar-e lengeh,IR,26.5579,54.8807,1623263189,0,70,306.21,4.12
492,sisimiut,GL,66.9395,-53.6735,1623263190,34,74,279.17,7.79
493,brandon,US,27.9378,-82.2859,1623262836,40,60,307.92,1.79
494,kolo,PL,52.2002,18.6387,1623263191,26,69,294.85,4.08
495,pundaguitan,PH,6.3711,126.1689,1623263192,93,75,301.04,2.86
496,kasaragod,IN,12.5,75.0,1623263193,99,90,297.74,1.53
497,praia da vitoria,PT,38.7333,-27.0667,1623263194,75,73,296.29,7.57
498,vestmanna,FO,62.1564,-7.1664,1623263194,90,100,282.66,4.81
499,khani,GE,41.9563,42.9566,1623263195,100,93,287.91,1.11
500,caucaia,BR,-3.7361,-38.6531,1623263139,75,76,303.75,3.64
501,sao joao da barra,BR,-21.6403,-41.0511,1623263196,99,76,299.2,4.14
502,san luis,AR,-33.295,-66.3356,1623263197,47,48,292.0,5.25
503,turgoyak,RU,55.15,60.1183,1623263198,77,67,286.0,1.27
504,kawambwa,ZM,-9.7915,29.0791,1623263198,31,58,291.42,0.7
505,inverell,AU,-29.7833,151.1167,1623263199,92,89,278.21,1.79
506,suntar,RU,62.1444,117.6319,1623263199,1,71,280.02,3.32
507,conakry,GN,9.538,-13.6773,1623263200,75,88,298.19,3.09
508,tadine,NC,-21.55,167.8833,1623263201,48,69,292.73,2.31
509,hirara,JP,24.8,125.2833,1623263201,95,80,300.51,5.66
510,kemijarvi,FI,66.7131,27.4306,1623263202,91,48,292.37,2.62
511,gibraleon,ES,37.3763,-6.969,1623263203,7,28,303.1,6.43
512,masallatah,LY,32.6167,14.0,1623263203,49,64,293.64,2.84
513,westport,US,41.1415,-73.3579,1623263204,20,68,307.14,0.45
514,ilheus,BR,-14.7889,-39.0494,1623263205,40,78,300.05,4.12
515,arequipa,PE,-16.3989,-71.535,1623263205,0,13,292.19,4.12
516,sorland,NO,67.667,12.6934,1623263206,91,88,286.19,6.72
517,esso,RU,55.9333,158.7,1623263207,96,87,282.07,2.02
518,kashi,CN,39.4547,75.9797,1623263208,100,27,301.07,2.49
519,los llanos de aridane,ES,28.6585,-17.9182,1623263209,0,53,296.01,3.05
520,tateyama,JP,34.9833,139.8667,1623263209,0,81,294.27,2.7
521,acarau,BR,-2.8856,-40.12,1623263210,43,82,300.52,5.92
522,hamina,FI,60.5697,27.1979,1623263211,3,54,294.75,1.36
523,burnie,AU,-41.0667,145.9167,1623263211,75,75,285.88,7.39
524,fortuna,US,40.5982,-124.1573,1623263212,20,61,291.72,1.34
525,broken hill,AU,-31.95,141.4333,1623263212,90,75,278.99,10.8
526,carbonia,IT,39.1672,8.5222,1623262979,2,78,297.51,4.44
527,kiama,AU,-34.6833,150.8667,1623263214,21,84,277.86,0.89
528,kitimat,CA,54.0524,-128.6534,1623263214,100,89,285.36,0.89
529,ust-kan,RU,50.9276,84.761,1623263215,100,92,282.14,0.43
530,bucerias,MX,20.75,-105.3333,1623263035,1,55,305.14,4.04
531,jadu,LY,31.953,12.0261,1623263216,76,34,295.94,6.18
532,arshan,RU,46.2732,44.22,1623263217,98,68,293.4,5.46
533,krasnomayskiy,RU,57.6194,34.4099,1623263218,62,81,286.6,2.28
534,maumere,ID,-8.6199,122.2111,1623263218,35,79,298.54,3.03
535,noshiro,JP,40.2039,140.0242,1623263219,1,86,286.95,1.64
536,changuinola,PA,9.4333,-82.5167,1623263220,95,75,301.1,1.8
537,goderich,CA,43.7501,-81.7165,1623263221,87,69,302.71,5.66
538,goure,NE,13.9835,10.2704,1623263221,90,17,310.38,3.04
539,mwanza,TZ,-2.5167,32.9,1623263222,6,61,296.37,2.66
540,hobyo,SO,5.3505,48.5268,1623263223,41,84,299.4,10.99
541,tomatlan,MX,19.9333,-105.25,1623263223,73,36,308.63,3.5
542,kenai,US,60.5544,-151.2583,1623263224,90,61,285.94,4.12
543,kalach-na-donu,RU,48.691,43.5264,1623263046,60,83,293.73,3.12
544,sekoma,BW,-24.4,23.8833,1623263225,56,41,290.38,3.11
545,morant bay,JM,17.8815,-76.4093,1623263226,83,66,303.94,4.81
546,alofi,NU,-19.0595,-169.9187,1623263227,98,73,297.09,3.09
547,marystown,CA,47.1666,-55.1483,1623263228,97,57,286.58,1.98
548,comodoro rivadavia,AR,-45.8667,-67.5,1623263228,0,31,289.07,13.38
549,mingshui,CN,36.7167,117.5,1623263229,100,77,295.79,3.51
550,toba tek singh,PK,30.9743,72.4827,1623263230,0,23,313.17,5.89
551,najran,SA,17.4924,44.1277,1623263230,6,13,305.51,1.2
552,marevo,RU,57.3146,32.0804,1623263231,80,88,288.55,2.57
553,kaeo,NZ,-35.1,173.7833,1623263231,100,96,288.89,3.75
554,mankono,CI,8.0586,-6.1897,1623263232,98,48,304.92,3.11
555,gizo,SB,-8.103,156.8419,1623263233,100,77,300.92,3.86
556,husavik,IS,66.0449,-17.3389,1623263233,100,87,282.1,1.3
557,aksarka,RU,66.5606,67.7975,1623263234,94,60,281.86,3.21
558,nyurba,RU,63.2842,118.3319,1623263235,5,77,278.02,2.26
559,bayan,CN,46.0833,127.4,1623263235,100,74,293.31,4.45
